user_id,age,country,subscription_type,registration_date,total_watch_time_hours
U2476,38,Colombia,Standard,2024-02-23,40.8
U2477,51,Mexico,Basic,2022-06-15,395.1
U2478,51,Mexico,Standard,2023-05-28,450.4
U2479,62,Chile,Standard,2022-10-24,39.2
U2480,43,Argentina,Premium,2023-05-12,321.2
U2481,18,Chile,Standard,2022-08-24,73.3
U2482,37,Argentina,Standard,2023-01-11,13.4
U2483,65,Argentina,Standard,2022-05-28,29.3
U2484,33,Argentina,Basic,2022-11-04,119.4
U2485,52,Argentina,Basic,2023-12-27,197.2
U2486,32,Mexico,Standard,2022-09-09,499.1
U2487,41,Argentina,Basic,2023-07-19,370.9
U2488,34,Chile,Standard,2023-08-22,56.7
U2489,42,Mexico,Premium,2022-12-16,858.9
U2490,51,Argentina,Standard,2022-12-27,157.5
U2491,22,Colombia,Premium,2023-01-16,492.2
U2492,58,Argentina,Standard,2023-09-14,309.7
U2493,35,Colombia,Premium,2023-03-24,666.9
U2494,57,Peru,Standard,2023-01-10,507.8
U2495,28,Mexico,Premium,2022-02-07,318.3
U2496,21,Colombia,Premium,2023-08-05,711.8
U2497,61,Mexico,Basic,2022-07-11,15.3
U2498,48,Chile,Standard,2022-06-19,162.7
U2499,22,Colombia,Standard,2022-08-19,190.4
U2500,32,Peru,Basic,2022-06-03,249.1
U2501,23,Colombia,Basic,2022-03-26,536.3
U2502,38,Chile,Standard,2022-08-18,257.7
U2503,52,Colombia,Standard,2024-01-14,284.6
U2504,45,Colombia,Premium,2023-10-09,411.1
U2505,40,Argentina,Premium,2022-05-20,193.6
U2506,45,Argentina,Basic,2023-05-05,333.6
U2507,38,Chile,Premium,2023-06-20,712.2
U2508,43,Chile,Standard,2023-01-15,130.2
U2509,20,Argentina,Premium,2023-08-09,769.6
U2510,55,Mexico,Basic,2023-07-01,232.7
U2511,24,Peru,Premium,2022-05-03,630.7
U2512,59,Argentina,Standard,2023-08-29,19.8
U2513,60,Peru,Premium,2024-01-01,181.0
U2514,27,Colombia,Premium,2022-12-05,302.0
U2515,62,Chile,Standard,2023-02-20,109.4
U2516,58,Colombia,Basic,2023-01-14,20.1
U2517,30,Argentina,Premium,2023-06-20,810.2
U2518,50,Colombia,Basic,2022-02-04,231.1
U2519,22,Colombia,Basic,2024-01-02,145.9
U2520,52,Chile,Basic,2023-11-08,378.2
U2521,62,Peru,Basic,2022-11-03,163.8
U2522,22,Colombia,Premium,2023-09-07,659.9
U2523,22,Mexico,Standard,2022-09-26,387.3
U2524,61,Colombia,Basic,2022-06-25,256.3
U2525,32,Argentina,Premium,2022-01-14,180.4
U2526,43,Argentina,Standard,2022-04-30,585.0
U2527,40,Mexico,Basic,2023-12-11,238.6
U2528,64,Argentina,Standard,2023-03-24,145.4
U2529,55,Argentina,Premium,2024-01-14,356.1
U2530,62,Argentina,Basic,2022-07-16,110.5
U2531,53,Argentina,Basic,2023-10-26,431.8
U2532,42,Peru,Basic,2023-01-24,329.8
U2533,63,Colombia,Standard,2023-10-25,265.3
U2534,48,Mexico,Basic,2022-11-11,409.8
U2535,33,Chile,Standard,2024-02-07,259.8
U2536,64,Argentina,Basic,2023-07-14,252.8
U2537,36,Chile,Standard,2022-05-17,393.2
U2538,39,Argentina,Standard,2022-03-14,589.1
U2539,45,Mexico,Basic,2023-05-18,153.5
U2540,60,Chile,Basic,2022-11-16,195.6
U2541,43,Peru,Basic,2023-08-07,394.4
U2542,24,Argentina,Standard,2023-05-12,507.7
U2543,20,Argentina,Basic,2022-02-13,486.0
U2544,55,Colombia,Basic,2023-01-21,438.4
U2545,38,Mexico,Basic,2022-05-08,183.7
U2546,35,Mexico,Standard,2022-04-14,442.9
U2547,28,Colombia,Basic,2023-01-15,276.4
U2548,58,Mexico,Basic,2023-02-24,362.1
U2549,51,Mexico,Standard,2022-04-15,473.3
U2550,62,Peru,Basic,2023-09-27,300.4
U2551,48,Colombia,Standard,2023-10-16,335.4
U2552,55,Colombia,Basic,2022-06-03,219.4
U2553,46,Mexico,Basic,2023-03-18,359.4
U2554,49,Mexico,Premium,2022-02-20,503.6
U2555,39,Peru,Premium,2023-12-15,238.5
U2556,40,Colombia,Standard,2022-08-28,336.4
U2557,36,Chile,Basic,2022-10-29,428.7
U2558,26,Mexico,Basic,2023-07-21,268.5
U2559,33,Argentina,Basic,2022-09-10,156.8
U2560,60,Peru,Standard,2022-05-21,329.9
U2561,30,Mexico,Standard,2022-08-22,512.6
U2562,28,Mexico,Standard,2023-01-18,16.0
U2563,46,Chile,Standard,2023-06-25,527.0
U2564,30,Argentina,Standard,2023-02-26,579.8
U2565,28,Mexico,Basic,2023-04-15,129.9
U2566,34,Colombia,Premium,2023-03-06,186.4
U2567,42,Colombia,Standard,2023-02-26,273.6
U2568,39,Chile,Premium,2023-10-25,833.5
U2569,57,Argentina,Premium,2022-08-08,188.4
U2570,25,Argentina,Premium,2022-04-20,498.2
U2571,25,Colombia,Premium,2022-06-06,726.0
U2572,49,Argentina,Standard,2022-12-15,447.6
U2573,51,Argentina,Basic,2022-11-12,402.4
U2574,47,Chile,Basic,2023-10-22,267.0
U2575,44,Mexico,Standard,2022-01-18,334.6
U2576,46,Peru,Standard,2023-12-24,492.8
U2577,28,Mexico,Standard,2023-08-20,433.2
U2578,30,Chile,Standard,2022-01-22,340.9
U2579,18,Chile,Premium,2023-10-13,920.1
U2580,19,Colombia,Premium,2023-07-08,929.9
U2581,43,Chile,Basic,2022-03-12,491.3
U2582,23,Colombia,Basic,2022-11-17,405.3
U2583,32,Argentina,Premium,2022-07-30,646.0
U2584,43,Mexico,Standard,2022-01-28,529.2
U2585,52,Argentina,Premium,2023-01-08,854.4
U2586,46,Argentina,Standard,2022-07-19,267.4
U2587,51,Colombia,Basic,2022-11-15,310.6
U2588,36,Mexico,Basic,2022-01-12,172.3
U2589,20,Chile,Basic,2023-06-01,491.9
U2590,24,Mexico,Basic,2023-06-23,432.0
U2591,25,Mexico,Standard,2023-08-05,385.3
U2592,27,Chile,Standard,2022-09-24,112.9
U2593,25,Chile,Premium,2023-04-24,325.5
U2594,37,Chile,Basic,2022-03-06,333.0
U2595,36,Colombia,Standard,2022-07-13,264.7
U2596,62,Chile,Basic,2023-06-17,148.4
U2597,56,Argentina,Basic,2023-07-03,305.7
U2598,59,Colombia,Standard,2023-08-18,413.0
U2599,23,Mexico,Standard,2023-09-24,523.9
U2600,32,Colombia,Basic,2023-07-03,167.2
U2601,37,Chile,Basic,2023-11-24,297.7
U2602,53,Argentina,Standard,2022-05-07,352.1
U2603,20,Colombia,Basic,2022-01-12,534.2
U2604,65,Chile,Standard,2023-10-06,441.0
U2605,39,Chile,Standard,2023-05-28,84.8
U2606,58,Chile,Basic,2023-12-20,14.7
U2607,21,Argentina,Premium,2023-10-12,768.7
U2608,27,Colombia,Standard,2023-09-04,531.7
U2609,51,Mexico,Standard,2022-04-29,332.3
U2610,65,Chile,Basic,2023-01-04,259.4
U2611,58,Argentina,Standard,2022-12-04,142.5
U2612,48,Mexico,Standard,2022-09-19,76.8
U2613,31,Colombia,Basic,2022-03-17,354.4
U2614,56,Colombia,Basic,2023-05-18,11.8
U2615,39,Peru,Premium,2023-10-29,884.8
U2616,56,Colombia,Basic,2023-05-17,265.1
U2617,38,Chile,Basic,2024-01-07,180.8
U2618,20,Colombia,Standard,2023-08-08,497.1
U2619,59,Argentina,Standard,2024-02-19,76.1
U2620,30,Peru,Premium,2022-09-30,758.1
U2621,22,Peru,Premium,2023-06-02,338.5
U2622,44,Colombia,Premium,2022-04-19,163.3
U2623,19,Colombia,Basic,2023-12-02,380.9
U2624,60,Mexico,Premium,2022-02-11,825.2
U2625,63,Mexico,Basic,2022-12-08,105.9
U2626,63,Chile,Standard,2023-04-23,524.7
U2627,58,Argentina,Premium,2022-01-07,565.5
U2628,24,Mexico,Standard,2022-08-18,42.0
U2629,58,Colombia,Standard,2023-04-24,356.7
U2630,60,Colombia,Basic,2022-07-02,366.3
U2631,34,Mexico,Basic,2023-12-10,390.5
U2632,62,Argentina,Premium,2022-12-13,395.6
U2633,39,Chile,Standard,2023-02-12,588.9
U2634,43,Argentina,Standard,2023-11-07,63.9
U2635,41,Argentina,Basic,2022-07-07,342.3
U2636,40,Argentina,Standard,2023-02-10,442.1
U2637,48,Colombia,Premium,2023-11-18,228.7
U2638,42,Colombia,Basic,2023-09-13,195.7
U2639,59,Mexico,Basic,2022-04-01,378.7
U2640,31,Colombia,Basic,2023-07-09,298.7
U2641,33,Argentina,Basic,2024-01-30,240.4
U2642,57,Peru,Basic,2023-11-14,430.5
U2643,54,Mexico,Basic,2022-12-17,166.3
U2644,32,Argentina,Premium,2024-01-16,386.7
U2645,19,Chile,Basic,2022-02-09,490.3
U2646,49,Mexico,Standard,2024-02-13,317.5
U2647,24,Chile,Standard,2022-01-07,545.9
U2648,22,Colombia,Basic,2023-09-21,147.1
U2649,51,Peru,Premium,2022-08-24,105.8
U2650,25,Argentina,Standard,2023-02-24,561.1
U2651,23,Argentina,Standard,2023-03-15,120.3
U2652,42,Colombia,Premium,2022-06-28,584.9
U2653,42,Mexico,Standard,2024-02-03,586.2
U2654,36,Peru,Standard,2024-02-07,233.8
U2655,29,Mexico,Standard,2022-12-07,264.6
U2656,52,Mexico,Basic,2022-10-05,85.2
U2657,52,Mexico,Premium,2022-11-28,532.1
U2658,50,Mexico,Premium,2023-11-05,560.6
U2659,48,Argentina,Basic,2022-12-19,272.8
U2660,58,Mexico,Basic,2023-07-18,105.5
U2661,59,Colombia,Standard,2023-10-06,489.1
U2662,19,Mexico,Standard,2023-03-09,402.1
U2663,53,Chile,Premium,2022-08-25,893.8
U2664,20,Chile,Standard,2022-03-13,139.7
U2665,44,Mexico,Premium,2023-04-25,493.4
U2666,26,Argentina,Basic,2023-09-02,329.3
U2667,63,Colombia,Standard,2024-01-29,381.7
U2668,22,Mexico,Premium,2022-07-30,644.1
U2669,48,Colombia,Basic,2022-02-03,331.4
U2670,52,Mexico,Standard,2023-11-09,391.1
U2671,41,Mexico,Premium,2023-04-14,495.6
U2672,37,Peru,Basic,2022-08-15,174.8
U2673,23,Mexico,Basic,2023-05-14,324.1
U2674,23,Argentina,Premium,2023-03-10,1047.5
U2675,55,Peru,Basic,2022-05-08,169.9
U2676,21,Peru,Basic,2023-09-29,458.8
U2677,18,Mexico,Basic,2024-02-14,279.4
U2678,57,Argentina,Basic,2023-06-10,378.7
U2679,20,Argentina,Premium,2022-01-16,869.4
U2680,61,Colombia,Standard,2022-10-24,327.0
U2681,58,Chile,Premium,2022-09-29,394.2
U2682,32,Argentina,Standard,2023-11-20,269.0
U2683,51,Colombia,Premium,2023-02-11,130.9
U2684,38,Argentina,Basic,2023-12-16,11.1
U2685,18,Colombia,Basic,2023-10-26,225.8
U2686,30,Argentina,Standard,2023-10-05,89.2
U2687,49,Colombia,Basic,2022-08-25,337.0
U2688,21,Chile,Basic,2022-03-14,522.0
U2689,27,Argentina,Premium,2022-11-22,1092.0
U2690,23,Colombia,Basic,2022-07-14,422.8
U2691,38,Colombia,Standard,2022-10-30,304.2
U2692,47,Colombia,Premium,2023-11-09,819.6
U2693,46,Colombia,Premium,2022-01-03,879.7
U2694,54,Argentina,Premium,2023-12-13,583.7
U2695,25,Argentina,Standard,2022-11-05,77.6
U2696,49,Argentina,Premium,2022-06-07,278.0
U2697,44,Argentina,Premium,2023-06-22,763.3
U2698,59,Colombia,Standard,2022-05-12,406.1
U2699,63,Colombia,Standard,2023-03-13,528.1
U2700,22,Chile,Standard,2023-07-04,76.7
U2701,37,Chile,Premium,2023-05-14,629.7
U2702,61,Mexico,Basic,2024-02-11,381.7
U2703,28,Mexico,Basic,2023-11-26,162.4
U2704,37,Chile,Premium,2022-11-15,423.5
U2705,38,Mexico,Standard,2023-06-14,195.2
U2706,31,Peru,Basic,2022-04-15,426.8
U2707,48,Argentina,Standard,2022-02-08,350.9
U2708,36,Peru,Standard,2023-03-28,258.6
U2709,50,Colombia,Standard,2022-11-10,288.7
U2710,46,Colombia,Standard,2022-11-25,518.1
U2711,37,Mexico,Standard,2023-07-11,215.2
U2712,19,Mexico,Basic,2024-03-01,524.3
U2713,57,Colombia,Premium,2023-12-19,89.0
U2714,31,Mexico,Premium,2023-12-04,639.3
U2715,36,Argentina,Standard,2022-08-30,341.5
U2716,38,Argentina,Basic,2023-12-06,98.2
U2717,33,Colombia,Basic,2023-10-27,472.6
U2718,45,Mexico,Standard,2022-10-24,277.6
U2719,34,Chile,Standard,2023-05-06,535.8
U2720,42,Argentina,Standard,2023-12-17,487.8
U2721,47,Colombia,Standard,2022-09-24,130.6
U2722,34,Colombia,Premium,2023-08-22,242.5
U2723,38,Colombia,Standard,2022-01-07,339.1
U2724,36,Argentina,Standard,2023-12-13,559.8
U2725,54,Argentina,Premium,2022-06-26,60.4
U2726,57,Mexico,Basic,2022-08-15,302.2
U2727,63,Mexico,Basic,2023-10-09,288.4
U2728,31,Mexico,Premium,2022-12-27,192.0
U2729,22,Argentina,Standard,2023-05-06,199.4
U2730,29,Argentina,Basic,2022-09-21,253.5
U2731,38,Colombia,Premium,2023-03-14,498.3
U2732,53,Mexico,Basic,2022-04-26,435.5
U2733,25,Mexico,Standard,2023-08-01,503.4
U2734,42,Chile,Basic,2022-08-13,64.9
U2735,64,Colombia,Standard,2022-07-13,117.5
U2736,18,Mexico,Standard,2024-01-22,164.8
U2737,42,Peru,Basic,2022-10-13,91.2
U2738,39,Colombia,Standard,2023-07-21,580.4
U2739,43,Mexico,Standard,2023-02-16,223.8
U2740,48,Colombia,Basic,2023-04-06,400.2
U2741,56,Chile,Basic,2023-06-26,243.8
U2742,63,Mexico,Standard,2023-06-25,224.6
U2743,58,Mexico,Basic,2022-02-15,407.6
U2744,44,Colombia,Basic,2022-02-10,344.4
U2745,41,Colombia,Basic,2023-01-01,179.3
U2746,42,Peru,Basic,2023-08-04,129.0
U2747,20,Mexico,Standard,2022-01-26,535.4
U2748,19,Peru,Basic,2023-09-22,425.3
U2749,42,Argentina,Basic,2023-07-21,344.5
U2750,63,Argentina,Standard,2022-06-28,246.1
U2751,64,Chile,Basic,2022-03-05,392.4
U2752,23,Mexico,Standard,2022-01-15,87.8
U2753,39,Mexico,Basic,2023-10-12,38.8
U2754,52,Chile,Premium,2022-10-15,742.4
U2755,36,Mexico,Basic,2023-04-15,439.5
U2756,23,Colombia,Standard,2023-08-21,110.2
U2757,35,Colombia,Basic,2024-01-18,381.8
U2758,42,Argentina,Premium,2022-06-23,478.7
U2759,38,Peru,Standard,2023-04-13,386.0
U2760,53,Mexico,Basic,2024-01-17,28.3
U2761,47,Colombia,Standard,2024-02-10,321.4
U2762,36,Argentina,Premium,2022-08-16,849.4
U2763,54,Colombia,Premium,2022-11-01,190.1
U2764,47,Mexico,Basic,2023-08-29,311.3
U2765,21,Mexico,Standard,2022-03-16,552.7
U2766,50,Argentina,Standard,2022-09-04,19.6
U2767,46,Colombia,Basic,2022-11-28,66.5
U2768,63,Argentina,Standard,2024-02-04,350.8
U2769,20,Argentina,Standard,2022-10-04,415.8
U2770,28,Argentina,Premium,2022-12-09,628.5
U2771,55,Chile,Standard,2023-10-18,287.7
U2772,65,Mexico,Basic,2022-08-04,166.8
U2773,44,Peru,Premium,2022-05-30,420.4
U2774,64,Peru,Basic,2023-01-05,346.2
U2775,29,Argentina,Standard,2023-03-22,280.9
U2776,34,Colombia,Basic,2022-04-20,410.6
U2777,58,Chile,Premium,2022-10-23,146.6
U2778,42,Argentina,Standard,2022-02-09,369.9
U2779,59,Chile,Basic,2022-11-11,367.8
U2780,63,Argentina,Basic,2023-12-28,419.7
U2781,42,Peru,Basic,2023-03-26,398.4
U2782,65,Chile,Standard,2023-04-25,472.0
U2783,40,Chile,Premium,2022-08-29,466.5
U2784,20,Argentina,Basic,2023-07-30,464.8
U2785,36,Mexico,Basic,2022-10-31,212.1
U2786,64,Argentina,Standard,2022-10-01,115.3
U2787,27,Colombia,Premium,2022-04-02,994.6
U2788,34,Mexico,Basic,2023-01-19,252.1
U2789,29,Mexico,Basic,2022-09-04,202.2
U2790,34,Colombia,Standard,2022-07-08,484.6
U2791,34,Mexico,Standard,2022-03-19,202.5
U2792,51,Mexico,Standard,2023-12-17,128.5
U2793,24,Chile,Standard,2023-07-12,350.8
U2794,39,Mexico,Standard,2022-12-12,282.0
U2795,53,Mexico,Premium,2023-03-09,794.1
U2796,24,Argentina,Basic,2023-02-20,294.0
U2797,18,Colombia,Standard,2022-01-26,411.4
U2798,47,Chile,Premium,2023-11-25,597.6
U2799,58,Argentina,Premium,2024-01-16,466.0
U2800,51,Argentina,Standard,2023-09-07,225.2
U2801,28,Colombia,Standard,2023-02-21,62.8
U2802,59,Argentina,Standard,2023-08-30,521.7
U2803,31,Argentina,Basic,2023-08-03,155.9
U2804,37,Argentina,Basic,2023-10-16,213.3
U2805,34,Argentina,Premium,2023-03-10,919.1
U2806,58,Chile,Basic,2023-11-16,229.1
U2807,54,Argentina,Standard,2022-12-15,355.8
U2808,65,Mexico,Basic,2023-09-10,370.2
U2809,37,Chile,Basic,2024-01-20,229.3
U2810,27,Chile,Basic,2022-10-29,331.0
U2811,37,Mexico,Basic,2022-02-27,393.9
U2812,32,Colombia,Premium,2024-01-24,945.9
U2813,23,Argentina,Standard,2023-11-06,42.4
U2814,49,Colombia,Basic,2023-05-02,398.5
U2815,34,Mexico,Standard,2024-01-14,502.6
U2816,30,Colombia,Basic,2022-12-18,28.4
U2817,46,Mexico,Premium,2023-09-05,826.2
U2818,43,Peru,Basic,2022-11-01,141.5
U2819,24,Argentina,Basic,2022-10-01,139.4
U2820,38,Argentina,Basic,2022-07-06,225.8
U2821,25,Chile,Basic,2023-01-21,26.3
U2822,46,Colombia,Standard,2024-02-07,483.6
U2823,51,Mexico,Standard,2022-01-25,170.3
U2824,37,Chile,Standard,2022-12-26,214.6
U2825,62,Colombia,Basic,2022-10-23,53.1
U2826,25,Mexico,Standard,2022-07-16,410.0
U2827,18,Peru,Premium,2023-11-28,434.0
U2828,19,Mexico,Premium,2023-02-03,199.4
U2829,65,Argentina,Basic,2023-02-13,140.0
U2830,63,Argentina,Basic,2022-06-13,231.2
U2831,65,Mexico,Standard,2022-12-11,219.5
U2832,22,Chile,Basic,2022-08-25,203.3
U2833,43,Mexico,Standard,2023-04-24,419.3
U2834,53,Argentina,Standard,2023-06-12,91.5
U2835,48,Argentina,Premium,2022-02-20,487.8
U2836,53,Peru,Standard,2023-01-27,29.8
U2837,29,Colombia,Basic,2023-12-15,49.3
U2838,62,Mexico,Standard,2024-01-17,45.8
U2839,30,Colombia,Standard,2022-06-24,316.4
U2840,23,Mexico,Standard,2022-02-11,320.2
U2841,41,Chile,Premium,2022-03-30,399.1
U2842,35,Peru,Standard,2023-04-08,108.3
U2843,48,Mexico,Basic,2023-05-31,145.6
U2844,48,Chile,Standard,2023-04-28,282.3
U2845,35,Argentina,Standard,2023-06-27,395.4
U2846,47,Argentina,Basic,2023-11-22,375.8
U2847,54,Argentina,Standard,2022-03-26,362.5
U2848,56,Mexico,Basic,2023-06-08,428.4
U2849,46,Colombia,Standard,2023-08-06,477.8
U2850,52,Argentina,Premium,2023-06-11,884.8
U2851,47,Peru,Basic,2023-08-29,38.2
U2852,25,Mexico,Standard,2022-04-06,27.3
U2853,19,Colombia,Basic,2024-01-28,311.5
U2854,43,Peru,Standard,2023-06-25,136.6
U2855,61,Argentina,Premium,2023-03-16,538.4
U2856,65,Mexico,Premium,2023-08-22,697.8
U2857,28,Argentina,Basic,2022-03-24,477.3
U2858,47,Colombia,Basic,2022-07-31,413.2
U2859,24,Peru,Standard,2022-05-30,560.0
U2860,24,Peru,Basic,2022-07-09,133.3
U2861,61,Chile,Standard,2022-07-04,495.1
U2862,46,Peru,Basic,2024-01-19,218.3
U2863,57,Colombia,Premium,2022-08-09,607.1
U2864,21,Mexico,Basic,2023-04-02,27.4
U2865,21,Mexico,Premium,2023-10-27,514.3
U2866,38,Peru,Standard,2022-01-10,389.7
U2867,39,Peru,Premium,2023-06-13,893.2
U2868,52,Argentina,Standard,2023-09-13,180.9
U2869,56,Colombia,Standard,2022-04-25,169.3
U2870,36,Colombia,Premium,2022-04-26,201.6
U2871,50,Mexico,Premium,2023-03-16,225.2
U2872,51,Mexico,Standard,2022-12-05,96.6
U2873,50,Argentina,Basic,2023-12-24,255.2
U2874,25,Mexico,Basic,2023-11-22,74.7
U2875,47,Colombia,Basic,2022-01-21,304.5
U2876,45,Colombia,Basic,2022-12-01,362.2
U2877,61,Chile,Premium,2024-02-03,740.8
U2878,59,Argentina,Basic,2022-10-15,395.3
U2879,29,Argentina,Basic,2022-11-16,358.7
U2880,31,Peru,Basic,2022-08-03,284.9
U2881,28,Argentina,Standard,2023-07-06,526.0
U2882,28,Argentina,Basic,2022-06-08,534.8
U2883,65,Chile,Premium,2023-02-07,488.7
U2884,60,Argentina,Basic,2023-06-20,355.4
U2885,48,Mexico,Standard,2023-11-22,163.3
U2886,46,Mexico,Premium,2022-02-14,404.0
U2887,56,Colombia,Basic,2022-05-15,422.9
U2888,23,Mexico,Basic,2022-09-25,228.4
U2889,46,Colombia,Standard,2022-01-25,592.5
U2890,34,Argentina,Premium,2022-09-01,530.0
U2891,22,Argentina,Standard,2023-11-23,330.9
U2892,31,Mexico,Basic,2022-02-02,305.7
U2893,42,Peru,Basic,2023-12-27,56.0
U2894,25,Colombia,Premium,2023-08-18,816.7
U2895,62,Mexico,Premium,2023-11-27,690.9
U2896,53,Mexico,Standard,2023-03-31,143.4
U2897,37,Mexico,Basic,2022-03-06,342.1
U2898,30,Argentina,Standard,2022-12-06,267.2
U2899,46,Mexico,Standard,2023-02-08,77.6
U2900,36,Chile,Standard,2023-12-23,219.8
U2901,53,Mexico,Standard,2022-11-21,516.6
U2902,35,Mexico,Standard,2022-07-21,574.3
U2903,50,Colombia,Standard,2022-03-29,394.7
U2904,42,Colombia,Basic,2023-01-29,80.5
U2905,47,Colombia,Premium,2023-04-18,812.3
U2906,26,Chile,Basic,2023-10-12,450.0
U2907,57,Argentina,Standard,2022-04-18,124.8
U2908,40,Argentina,Basic,2022-10-17,171.3
U2909,65,Colombia,Premium,2023-10-24,337.0
U2910,43,Argentina,Premium,2024-02-03,318.7
U2911,22,Chile,Premium,2023-03-21,881.9
U2912,23,Chile,Basic,2023-09-13,388.4
U2913,47,Colombia,Basic,2023-04-02,342.9
U2914,24,Chile,Standard,2023-11-30,630.6
U2915,26,Peru,Basic,2024-01-08,385.7
U2916,51,Chile,Basic,2023-06-11,437.9
U2917,25,Argentina,Basic,2023-11-12,485.8
U2918,60,Chile,Standard,2022-02-05,477.9
U2919,26,Colombia,Standard,2023-04-02,38.1
U2920,45,Chile,Premium,2022-08-11,737.4
U2921,45,Chile,Premium,2023-04-12,253.8
U2922,36,Argentina,Basic,2023-09-21,282.9
U2923,51,Mexico,Standard,2023-09-26,329.1
U2924,54,Mexico,Standard,2024-02-06,479.9
U2925,25,Mexico,Basic,2022-03-16,471.1
U2926,64,Mexico,Basic,2022-11-09,344.7
U2927,52,Colombia,Standard,2023-03-27,261.0
U2928,51,Chile,Standard,2023-01-27,12.2
U2929,44,Argentina,Basic,2022-07-29,242.9
U2930,64,Chile,Standard,2024-01-25,393.5
U2931,45,Chile,Basic,2022-04-03,70.2
U2932,18,Peru,Basic,2023-07-11,382.2
U2933,38,Argentina,Basic,2024-02-29,436.8
U2934,32,Mexico,Standard,2022-07-08,319.7
U2935,49,Chile,Basic,2023-01-07,177.5
U2936,51,Colombia,Premium,2022-05-03,607.8
U2937,40,Argentina,Standard,2023-07-11,189.2
U2938,30,Argentina,Standard,2022-02-16,554.7
U2939,58,Peru,Basic,2022-08-30,247.2
U2940,59,Chile,Standard,2022-05-17,23.3
U2941,40,Mexico,Premium,2022-01-04,347.2
U2942,59,Mexico,Basic,2023-01-06,243.3
U2943,57,Colombia,Basic,2022-04-15,84.5
U2944,57,Chile,Basic,2023-11-04,81.3
U2945,52,Colombia,Basic,2022-11-12,376.5
U2946,65,Chile,Standard,2023-05-04,460.5
U2947,48,Argentina,Basic,2023-11-12,55.0
U2948,41,Mexico,Standard,2023-06-11,367.4
U2949,27,Colombia,Standard,2022-08-14,428.8
U2950,60,Chile,Basic,2023-02-10,272.7
U2951,37,Chile,Basic,2022-04-25,224.5
U2952,34,Mexico,Standard,2023-12-16,529.0
U2953,35,Colombia,Standard,2024-01-01,65.4
U2954,59,Mexico,Standard,2023-06-25,446.1
U2955,26,Colombia,Basic,2022-12-11,343.1
U2956,38,Mexico,Premium,2023-05-30,885.1
U2957,34,Chile,Basic,2022-09-19,462.1
U2958,43,Mexico,Basic,2024-02-26,173.4
U2959,31,Mexico,Premium,2022-04-28,113.9
U2960,31,Colombia,Basic,2023-07-04,36.3
U2961,48,Colombia,Standard,2022-10-20,51.5
U2962,41,Argentina,Standard,2023-09-26,69.1
U2963,32,Argentina,Basic,2022-11-05,452.8
U2964,38,Mexico,Basic,2022-04-17,89.8
U2965,62,Peru,Basic,2023-02-13,187.5
U2966,28,Mexico,Premium,2022-06-18,654.4
U2967,20,Peru,Basic,2022-06-01,84.6
U2968,56,Peru,Standard,2023-07-14,481.1
U2969,18,Colombia,Basic,2022-10-12,113.6
U2970,41,Chile,Basic,2023-11-21,292.2
U2971,29,Colombia,Basic,2022-02-21,277.5
U2972,49,Colombia,Basic,2024-01-06,467.2
U2973,19,Peru,Basic,2023-02-06,291.3
U2974,50,Chile,Basic,2022-05-06,224.4
U2975,57,Colombia,Standard,2023-12-28,136.3
U2976,28,Peru,Premium,2023-08-17,786.8
U2977,52,Mexico,Basic,2023-04-05,298.2
U2978,53,Argentina,Basic,2023-07-10,413.5
U2979,52,Peru,Basic,2023-02-26,292.5
U2980,34,Mexico,Basic,2023-09-02,493.3
U2981,19,Argentina,Basic,2023-05-06,540.0
U2982,47,Argentina,Premium,2022-04-04,55.1
U2983,22,Mexico,Basic,2022-07-06,220.5
U2984,54,Mexico,Basic,2024-02-01,132.6
U2985,52,Argentina,Basic,2022-10-12,328.4
U2986,19,Colombia,Basic,2022-06-12,395.5
U2987,37,Chile,Basic,2022-01-30,374.9
U2988,54,Peru,Premium,2022-09-26,844.7
U2989,41,Mexico,Basic,2023-11-30,102.3
U2990,25,Colombia,Basic,2023-11-11,22.6
U2991,30,Argentina,Standard,2022-08-23,480.8
U2992,40,Mexico,Basic,2023-10-01,248.5
U2993,36,Argentina,Basic,2023-07-31,432.9
U2994,37,Mexico,Standard,2023-01-11,571.1
U2995,19,Mexico,Premium,2023-02-27,292.7
U2996,58,Chile,Premium,2022-12-23,618.7
U2997,29,Chile,Premium,2024-01-22,987.7
U2998,42,Chile,Premium,2022-08-23,372.6
U2999,21,Chile,Standard,2023-02-16,191.0
U3000,22,Argentina,Basic,2023-03-02,150.5
U3001,54,Mexico,Basic,2022-12-31,71.0
U3002,20,Colombia,Basic,2023-11-22,501.1
U3003,59,Chile,Premium,2023-08-17,851.6
U3004,29,Mexico,Standard,2022-03-25,262.4
U3005,44,Mexico,Basic,2024-01-11,250.1
U3006,63,Mexico,Basic,2024-02-14,385.5
U3007,63,Mexico,Basic,2022-02-15,395.7
U3008,18,Mexico,Premium,2023-03-16,816.5
U3009,56,Mexico,Standard,2022-07-13,353.1
U3010,45,Colombia,Standard,2023-08-01,351.5
U3011,34,Chile,Basic,2022-08-29,143.0
U3012,52,Mexico,Standard,2022-01-17,356.2
U3013,44,Mexico,Premium,2022-03-04,26.1
U3014,42,Mexico,Standard,2022-01-12,275.7
U3015,31,Mexico,Basic,2022-02-14,102.3
U3016,63,Mexico,Standard,2022-04-04,515.4
U3017,21,Colombia,Standard,2022-05-26,483.8
